enrollee_id,target
23603,1
22499,1
10465,1
8293,1
4246,1
29306,1
23118,1
32832,1
13380,1
16102,1
21761,1
26112,1
24468,1
27200,1
14341,1
31993,1
6811,1
8854,1
9709,1
24656,1
8464,1
14522,1
22739,1
15368,1
31516,1
23444,1
19454,1
7319,1
32762,1
28893,1
2334,1
27287,1
6470,1
5607,1
1652,1
32671,1
26165,1
26033,1
21060,1
1735,1
12103,1
1204,1
2406,1
22521,1
32178,1
15624,1
5883,1
23845,1
3724,1
13252,1
22987,1
10755,1
23310,1
4780,1
10577,1
7756,1
17407,1
3940,1
4775,1
29135,1
23987,1
28624,1
24436,1
14634,1
20127,1
21207,1
20879,1
2879,1
20912,1
19212,1
30182,1
11573,1
12721,1
17161,1
8857,1
7546,1
18702,1
11526,1
24097,1
2477,1
14472,1
312,1
12342,1
17790,1
766,1
12396,1
6825,1
20581,1
30072,1
23143,1
9627,1
18582,1
1676,1
9357,1
27993,1
8158,1
21086,1
10333,1
18504,1
27533,1
4123,1
5437,1
10448,1
17868,1
17398,1
25573,1
21458,1
20974,1
5912,1
709,1
3089,1
16437,1
15321,1
15795,1
18478,1
528,1
11315,1
22769,1
26708,1
4402,1
23152,1
10359,1
9179,1
26693,1
14196,1
16769,1
5447,1
6288,1
28582,1
21600,1
15597,1
15868,1
3981,1
4881,1
32433,1
15798,1
31076,1
19845,1
28628,1
9610,1
25124,1
25278,1
12670,1
28725,1
18514,1
2698,1
3783,1
33075,1
18468,1
20936,1
2341,1
22281,1
31200,1
15424,1
31788,1
10695,1
5452,1
32326,1
277,1
29616,1
19536,1
14326,1
18191,1
17629,1
7988,1
27623,1
20845,1
19308,1
12644,1
6708,1
1625,1
27738,1
10942,1
15481,1
10085,1
18835,1
15804,1
24330,1
11812,1
12863,1
3172,1
18080,1
27986,1
31022,1
32728,1
13376,1
3248,1
28858,1
14590,1
16405,1
7919,1
29661,1
28749,1
18329,1
9212,1
28006,1
30804,1
15664,1
9391,1
25836,1
14476,1
1602,1
7604,1
28697,1
8908,1
24469,1
32290,1
27040,1
16080,1
25525,1
5385,1
12439,1
4922,1
12408,1
2069,1
306,1
26113,1
8866,1
24338,1
26881,1
4165,1
18995,1
18459,1
10870,1
281,1
4313,1
2310,1
31155,1
23895,1
7572,1
11022,1
21964,1
2479,1
8933,1
138,1
5846,1
12469,1
2967,1
3464,1
16177,1
11991,1
19207,1
21543,1
5414,1
29017,1
24758,1
18181,1
18335,1
18223,1
18603,1
10764,1
9226,1
13923,1
7493,1
6800,1
30234,1
31607,1
29896,1
19912,1
11587,1
32852,1
7177,1
28051,1
25877,1
11362,1
27324,1
6042,1
4751,1
11941,1
30832,1
18204,1
13433,1
33144,1
8247,1
23877,1
2590,1
14824,1
29867,1
4533,1
5775,1
16726,1
15415,1
10323,1
9565,1
10501,1
8261,1
19119,1
32195,1
7219,1
12099,1
5987,1
23035,1
31842,1
17819,1
2800,1
13520,1
22951,1
20915,1
13458,1
13547,1
11552,1
15596,1
20950,1
29308,1
20016,1
9446,1
7247,1
11328,1
26313,1
9751,1
10415,1
9576,1
32699,1
8624,1
17585,1
29646,1
24547,1
16147,1
1192,1
23086,1
664,1
15026,1
9311,1
30556,1
17965,1
23197,1
16397,1
25796,1
27599,1
5963,1
28747,1
18347,1
4127,1
32476,1
18680,1
29747,1
872,1
9427,1
17182,1
17326,1
12200,1
21781,1
4577,1
32769,1
2154,1
491,1
32442,1
27997,1
29160,1
28026,1
14721,1
33190,1
2524,1
30172,1
11578,1
17801,1
33274,1
28141,1
5418,1
15504,1
13683,1
32402,1
31168,1
17946,1
5686,1
7342,1
2948,1
33250,1
11771,1
32138,1
30894,1
10768,1
26012,1
1586,1
28314,1
6283,1
16969,1
16837,1
15354,1
14825,1
16220,1
3494,1
23222,1
6075,1
1766,1
28925,1
8452,1
13756,1
31085,1
1297,1
4254,1
14597,1
10504,1
26363,1
10104,1
1265,1
20324,1
10249,1
8097,1
27168,1
8739,1
32192,1
666,1
24305,1
10210,1
31875,1
27160,1
9912,1
16442,1
17517,1
10924,1
15796,1
20452,1
893,1
3684,1
19484,1
258,1
27274,1
15082,1
13763,1
31275,1
3403,1
24337,1
1872,1
15154,1
25343,1
22742,1
1343,1
14386,1
11840,1
22847,1
14389,1
7491,1
21376,1
33231,1
30845,1
23109,1
23525,1
24674,1
33157,1
10840,1
8793,1
1020,1
1417,1
28125,1
16417,1
20462,1
28256,1
32992,1
19219,1
24877,1
28828,1
22052,1
20524,1
15152,1
32742,1
22626,1
31221,1
22319,1
22098,1
17,1
20529,1
16534,1
14864,1
25368,1
24262,1
23955,1
19497,1
27359,1
8336,1
25048,1
10190,1
8883,1
15313,1
9589,1
18466,1
15875,1
2127,1
13754,1
21319,1
29846,1
29023,1
19998,1
13773,1
22385,1
27817,1
2055,1
16176,1
29878,1
30328,1
1755,1
31857,1
32953,1
30594,1
8706,1
29201,1
1139,1
7882,1
25831,1
32128,1
7104,1
25881,1
25123,1
18930,1
24568,1
29220,1
9077,1
15148,1
1389,1
32984,1
30518,1
28357,1
9540,1
7047,1
26299,1
26833,1
25822,1
5602,1
22651,1
30126,1
27356,1
10515,1
5673,1
25239,1
23726,1
30919,1
20414,1
22299,1
28056,1
25969,1
5011,1
31745,1
16615,1
26515,1
17735,1
14960,1
30438,1
2319,1
33150,1
7935,1
15260,1
2903,1
1596,1
13926,1
29485,1
182,1
10186,1
27275,1
16304,1
18838,1
8245,1
26826,1
17813,1
33031,1
32118,1
133,1
15437,1
7498,1
11259,1
8045,1
24520,1
18957,1
32492,1
4909,1
26920,1
25086,1
11438,1
26127,1
27690,1
22304,1
29084,1
23441,1
24084,1
19645,1
30214,1
28750,1
6516,1
18026,1
4792,1
10165,1
8157,1
27539,1
2438,1
1688,1
28444,1
32901,1
23573,1
23697,1
10305,1
531,1
22411,1
23069,1
502,1
12763,1
16070,1
6005,1
26504,1
11863,1
16066,1
28780,1
24835,1
29385,1
4815,1
17534,1
18506,1
22205,1
29600,1
23083,1
12244,1
22614,1
25434,1
22159,1
