enrollee_id,target
4983,1.0
26858,1.0
32716,1.0
13744,1.0
15053,1.0
32712,1.0
31256,1.0
6564,1.0
17951,1.0
22466,1.0
24537,1.0
15740,1.0
10653,1.0
31322,1.0
8697,1.0
28720,1.0
32401,1.0
31979,1.0
7287,1.0
23769,1.0
27375,1.0
26084,1.0
5063,1.0
14103,1.0
21436,1.0
5682,1.0
32999,1.0
13713,1.0
33005,1.0
13333,1.0
30127,1.0
6176,1.0
28863,1.0
26126,1.0
6901,1.0
9744,1.0
23112,1.0
10751,1.0
8888,1.0
21348,1.0
21741,1.0
11156,1.0
15475,1.0
6302,1.0
11428,1.0
19297,1.0
21473,1.0
11763,1.0
1092,1.0
10910,1.0
25080,1.0
14612,1.0
18196,1.0
2208,1.0
13574,1.0
7004,1.0
10534,1.0
18430,1.0
20048,1.0
20672,1.0
20368,1.0
5499,1.0
30707,1.0
15741,1.0
31368,1.0
10043,1.0
4022,1.0
4821,1.0
10135,1.0
24529,1.0
19555,1.0
11194,1.0
8841,1.0
19038,1.0
3753,1.0
30754,1.0
31009,1.0
16925,1.0
27691,1.0
15942,1.0
2304,1.0
30806,1.0
20188,1.0
2637,1.0
2775,1.0
3064,1.0
2890,1.0
23349,1.0
13054,1.0
25985,1.0
451,1.0
20600,1.0
745,1.0
14432,1.0
15952,1.0
11246,1.0
26968,1.0
1278,1.0
12641,1.0
6511,1.0
29932,1.0
6485,1.0
22601,1.0
2831,1.0
8774,1.0
31271,1.0
7640,1.0
2363,1.0
3915,1.0
28687,1.0
9146,1.0
17262,1.0
10189,1.0
7271,1.0
21784,1.0
18714,1.0
17399,1.0
562,1.0
7977,1.0
24351,1.0
24733,1.0
5634,1.0
22721,1.0
7598,1.0
31227,1.0
2867,1.0
30932,1.0
16930,1.0
600,1.0
28823,1.0
28345,1.0
32072,1.0
27665,1.0
29148,1.0
7951,1.0
5041,1.0
28678,1.0
5469,1.0
3708,1.0
32776,1.0
19910,1.0
33220,1.0
5013,1.0
2711,1.0
17693,1.0
14560,1.0
24491,1.0
12787,1.0
18704,1.0
18624,1.0
29179,1.0
12159,1.0
1753,1.0
28184,1.0
4572,1.0
24122,1.0
17864,1.0
11045,1.0
6838,1.0
8945,1.0
31956,1.0
17315,1.0
31331,1.0
15954,1.0
23285,1.0
7099,1.0
2909,1.0
19280,1.0
11112,1.0
2007,1.0
10502,1.0
12383,1.0
28152,1.0
15444,1.0
24799,1.0
18029,1.0
22864,1.0
11213,1.0
3984,1.0
18056,1.0
9171,1.0
29151,1.0
8348,1.0
19879,1.0
948,1.0
33282,1.0
32899,1.0
7686,1.0
7635,1.0
31462,1.0
19870,1.0
13989,1.0
17539,1.0
5949,1.0
11551,1.0
13077,1.0
25500,1.0
9905,1.0
22375,1.0
26678,1.0
6489,1.0
22306,1.0
24044,1.0
13310,1.0
22783,1.0
9219,1.0
11487,1.0
27229,1.0
29893,1.0
15667,1.0
28414,1.0
16994,1.0
7006,1.0
32301,1.0
16610,1.0
14912,1.0
28625,1.0
635,1.0
17811,1.0
24066,1.0
3473,1.0
21667,1.0
29994,1.0
26194,1.0
4396,1.0
27000,1.0
23074,1.0
31030,1.0
26634,1.0
13231,1.0
3726,1.0
26839,1.0
10507,1.0
6023,1.0
21269,1.0
4029,1.0
28908,1.0
18815,1.0
4537,1.0
19044,1.0
29837,1.0
28711,1.0
12690,1.0
5848,1.0
5679,1.0
18828,1.0
17099,1.0
3024,1.0
5324,1.0
10926,1.0
31373,1.0
31392,1.0
25976,1.0
17765,1.0
20808,1.0
7174,1.0
11321,1.0
26409,1.0
9346,1.0
20446,1.0
29419,1.0
11562,1.0
19581,1.0
21635,1.0
32407,1.0
27831,1.0
21427,1.0
13404,1.0
2844,1.0
28071,1.0
25418,1.0
7783,1.0
26477,1.0
30610,1.0
6443,1.0
649,1.0
33278,1.0
13805,1.0
1215,1.0
28895,1.0
9931,1.0
22681,1.0
3715,1.0
2756,1.0
22921,1.0
15080,1.0
18899,1.0
24915,1.0
17004,1.0
10106,1.0
12615,1.0
31127,1.0
24420,1.0
28795,1.0
20272,1.0
22420,1.0
26822,1.0
23291,1.0
30238,1.0
13351,1.0
25584,1.0
21363,1.0
7616,1.0
15037,1.0
1059,1.0
19187,1.0
28682,1.0
29436,1.0
29208,1.0
23945,1.0
32582,1.0
28135,1.0
25718,1.0
23180,1.0
27558,1.0
9293,1.0
8246,1.0
17409,1.0
4319,1.0
22514,1.0
6198,1.0
15819,1.0
23111,1.0
5725,1.0
7648,1.0
2602,1.0
3288,1.0
31735,1.0
19589,1.0
7829,1.0
2691,1.0
8985,1.0
1084,1.0
5760,1.0
19656,1.0
21467,1.0
14752,1.0
28986,1.0
9553,1.0
28906,1.0
33367,1.0
31205,1.0
26588,1.0
13198,1.0
22072,1.0
9477,1.0
8810,1.0
4193,1.0
1340,1.0
748,1.0
4940,1.0
4275,1.0
1954,1.0
15186,1.0
21088,1.0
16510,1.0
1797,1.0
32588,1.0
23107,1.0
24034,1.0
24276,1.0
20815,1.0
28963,1.0
20920,1.0
23295,1.0
16308,1.0
12260,1.0
23089,1.0
26257,1.0
25032,1.0
12337,1.0
2499,1.0
21753,1.0
15075,1.0
17016,1.0
3458,1.0
29912,1.0
2778,1.0
24672,1.0
30993,1.0
10983,1.0
2977,1.0
26560,1.0
294,1.0
21014,1.0
10163,1.0
4235,1.0
3942,1.0
17186,1.0
24624,1.0
12544,1.0
663,1.0
22486,1.0
24874,1.0
22350,1.0
18288,1.0
23722,1.0
14753,1.0
2408,1.0
31968,1.0
12454,1.0
5652,1.0
23841,1.0
16982,1.0
13045,1.0
17752,1.0
4789,1.0
22901,1.0
12353,1.0
1013,1.0
4866,1.0
13679,1.0
20322,1.0
16313,1.0
17053,1.0
26140,1.0
2634,1.0
30424,1.0
15830,1.0
21442,1.0
10396,1.0
8288,1.0
12217,1.0
20502,1.0
1345,1.0
29120,1.0
26520,1.0
32924,1.0
31015,1.0
24917,1.0
29834,1.0
26657,1.0
5183,1.0
24095,1.0
22484,1.0
4360,1.0
22194,1.0
22751,1.0
12783,1.0
9447,1.0
26624,1.0
26644,1.0
29593,1.0
27492,1.0
7734,1.0
20882,1.0
17382,1.0
3674,1.0
7672,1.0
7726,1.0
29437,1.0
7445,1.0
1502,1.0
27656,1.0
12720,1.0
29705,1.0
24792,1.0
23252,1.0
11030,1.0
