enrollee_id,target
8949,1.0
33241,1.0
21651,1.0
402,1.0
27107,1.0
29452,1.0
2156,1.0
17139,1.0
21538,1.0
10408,1.0
10164,1.0
31654,1.0
5590,1.0
22452,1.0
5568,1.0
13478,1.0
18578,1.0
5878,1.0
4830,1.0
17271,1.0
16869,1.0
10497,1.0
7016,1.0
8695,1.0
10473,1.0
27963,1.0
16110,1.0
2003,1.0
23455,1.0
27708,1.0
31841,1.0
29526,1.0
4120,1.0
29529,1.0
4478,1.0
18272,1.0
7672,1.0
26002,1.0
20791,1.0
8202,1.0
24082,1.0
24846,1.0
17762,1.0
5104,1.0
13994,1.0
6085,1.0
22395,1.0
14003,1.0
20376,1.0
10752,1.0
18657,1.0
29440,1.0
12875,1.0
7328,1.0
27113,1.0
2990,1.0
21564,1.0
13952,1.0
23691,1.0
8806,1.0
4075,1.0
26388,1.0
12038,1.0
21466,1.0
20743,1.0
1829,1.0
8287,1.0
30636,1.0
21134,1.0
26925,1.0
32043,1.0
30967,1.0
9600,1.0
29991,1.0
1950,1.0
7909,1.0
28391,1.0
25041,1.0
18476,1.0
13256,1.0
33367,1.0
31153,1.0
24366,1.0
29612,1.0
30265,1.0
2404,1.0
10612,1.0
23365,1.0
30404,1.0
29841,1.0
16289,1.0
8489,1.0
19702,1.0
19612,1.0
29288,1.0
28829,1.0
28477,1.0
19818,1.0
22581,1.0
2478,1.0
6909,1.0
4498,1.0
5205,1.0
32947,1.0
16219,1.0
17162,1.0
14740,1.0
14622,1.0
26275,1.0
18810,1.0
79,1.0
33254,1.0
24937,1.0
15837,1.0
31083,1.0
15436,1.0
23719,1.0
18320,1.0
27959,1.0
32877,1.0
28149,1.0
24708,1.0
33292,1.0
11430,1.0
10967,1.0
17375,1.0
26025,1.0
5203,1.0
21442,1.0
28673,1.0
7610,1.0
14523,1.0
20116,1.0
27139,1.0
32862,1.0
7991,1.0
4367,1.0
20140,1.0
15211,1.0
11292,1.0
24062,1.0
22896,1.0
24054,1.0
26129,1.0
32720,1.0
4828,1.0
18791,1.0
33358,1.0
23741,1.0
28820,1.0
28991,1.0
17370,1.0
7160,1.0
12062,1.0
3438,1.0
10669,1.0
19560,1.0
33255,1.0
18441,1.0
32733,1.0
25690,1.0
30041,1.0
2015,1.0
5989,1.0
12757,1.0
23328,1.0
13273,1.0
27629,1.0
10293,1.0
32341,1.0
16791,1.0
22494,1.0
31405,1.0
29916,1.0
1943,1.0
23325,1.0
20302,1.0
28531,1.0
12256,1.0
25888,1.0
22403,1.0
21667,1.0
28320,1.0
23392,1.0
32631,1.0
1708,1.0
16990,1.0
16105,1.0
17702,1.0
16333,1.0
19605,1.0
14171,1.0
11388,1.0
23013,1.0
5832,1.0
26270,1.0
21227,1.0
17483,1.0
24345,1.0
25432,1.0
33318,1.0
12800,1.0
17237,1.0
15213,1.0
889,1.0
25273,1.0
29598,1.0
5180,1.0
19649,1.0
29460,1.0
11248,1.0
17132,1.0
10938,1.0
31628,1.0
1866,1.0
17281,1.0
628,1.0
18127,1.0
11933,1.0
26261,1.0
11964,1.0
7786,1.0
15222,1.0
7726,1.0
22372,1.0
23831,1.0
3052,1.0
24456,1.0
6511,1.0
12504,1.0
5734,1.0
11713,1.0
29556,1.0
11045,1.0
9739,1.0
16711,1.0
29918,1.0
29486,1.0
25102,1.0
28509,1.0
10406,1.0
20608,1.0
27880,1.0
26398,1.0
2353,1.0
26351,1.0
10002,1.0
20741,1.0
31767,1.0
28653,1.0
867,1.0
14848,1.0
33304,1.0
15705,1.0
24895,1.0
6665,1.0
2929,1.0
21956,1.0
32945,1.0
22181,1.0
5176,1.0
17931,1.0
24107,1.0
30630,1.0
1922,1.0
8237,1.0
12512,1.0
14176,1.0
20988,1.0
18688,1.0
32990,1.0
29900,1.0
819,1.0
5181,1.0
2935,1.0
4822,1.0
21501,1.0
13500,1.0
24021,1.0
31611,1.0
16109,1.0
2688,1.0
17611,1.0
15407,1.0
21266,1.0
25555,1.0
3858,1.0
29955,1.0
21361,1.0
28681,1.0
16653,1.0
17887,1.0
13347,1.0
2075,1.0
8887,1.0
15599,1.0
23446,1.0
20683,1.0
3205,1.0
21156,1.0
12362,1.0
24630,1.0
7828,1.0
20296,1.0
28200,1.0
24034,1.0
28881,1.0
32980,1.0
10607,1.0
28767,1.0
31519,1.0
28853,1.0
8270,1.0
25583,1.0
21471,1.0
1294,1.0
9597,1.0
10631,1.0
7451,1.0
31932,1.0
26853,1.0
16892,1.0
26849,1.0
26067,1.0
18309,1.0
29968,1.0
11498,1.0
7278,1.0
27202,1.0
1874,1.0
12375,1.0
23903,1.0
10615,1.0
18813,1.0
16330,1.0
7495,1.0
19931,1.0
16479,1.0
29705,1.0
5311,1.0
32590,1.0
22619,1.0
33056,1.0
10417,1.0
12333,1.0
19711,1.0
898,1.0
22051,1.0
28221,1.0
24567,1.0
32662,1.0
29611,1.0
27473,1.0
21080,1.0
31093,1.0
24563,1.0
25317,1.0
23642,1.0
1051,1.0
27955,1.0
16583,1.0
5789,1.0
28019,1.0
29154,1.0
8999,1.0
16770,1.0
3329,1.0
19670,1.0
29130,1.0
7256,1.0
27482,1.0
9366,1.0
24172,1.0
25410,1.0
23481,1.0
6494,1.0
14572,1.0
23388,1.0
12671,1.0
11676,1.0
17073,1.0
32846,1.0
9316,1.0
21031,1.0
31698,1.0
19277,1.0
28108,1.0
27662,1.0
1912,1.0
27288,1.0
32562,1.0
33235,1.0
27791,1.0
4277,1.0
15078,1.0
25053,1.0
6607,1.0
29062,1.0
10203,1.0
31237,1.0
20706,1.0
30287,1.0
30634,1.0
24915,1.0
33360,1.0
5620,1.0
9034,1.0
21468,1.0
11343,1.0
29843,1.0
24201,1.0
25927,1.0
29698,1.0
33192,1.0
13541,1.0
8365,1.0
32018,1.0
9864,1.0
22182,1.0
24041,1.0
23591,1.0
9738,1.0
23754,1.0
22927,1.0
26797,1.0
30503,1.0
21294,1.0
4853,1.0
964,1.0
1548,1.0
269,1.0
2078,1.0
29382,1.0
29386,1.0
13146,1.0
13463,1.0
19192,1.0
4893,1.0
12615,1.0
15676,1.0
24351,1.0
22590,1.0
32114,1.0
14303,1.0
25708,1.0
33197,1.0
2731,1.0
24068,1.0
18671,1.0
30426,1.0
9033,1.0
32292,1.0
16121,1.0
13328,1.0
12821,1.0
6559,1.0
30377,1.0
5952,1.0
25604,1.0
18993,1.0
4747,1.0
3005,1.0
14976,1.0
33139,1.0
25820,1.0
18401,1.0
28970,1.0
50,1.0
7715,1.0
24259,1.0
23841,1.0
14521,1.0
29642,1.0
17778,1.0
23721,1.0
21508,1.0
5565,1.0
22197,1.0
14351,1.0
8409,1.0
7089,1.0
31114,1.0
28980,1.0
5149,1.0
4065,1.0
18313,1.0
31020,1.0
3188,1.0
19759,1.0
446,1.0
12043,1.0
2135,1.0
30128,1.0
21890,1.0
31119,1.0
23343,1.0
4900,1.0
26642,1.0
754,1.0
9583,1.0
9022,1.0
5125,1.0
24839,1.0
17219,1.0
27950,1.0
30555,1.0
5816,1.0
30238,1.0
8405,1.0
18472,1.0
22448,1.0
1984,1.0
3247,1.0
5778,1.0
1223,1.0
20981,1.0
7309,1.0
29842,1.0
22838,1.0
24774,1.0
20522,1.0
13377,1.0
16143,1.0
19360,1.0
30487,1.0
18037,1.0
32262,1.0
6896,1.0
15303,1.0
26038,1.0
10268,1.0
14230,1.0
18349,1.0
19797,1.0
3350,1.0
5494,1.0
12102,1.0
29790,1.0
2573,1.0
31189,1.0
11199,1.0
10963,1.0
4797,1.0
25976,1.0
17812,1.0
433,1.0
11509,1.0
22717,1.0
19397,1.0
1993,1.0
33258,1.0
24296,1.0
13339,1.0
17306,1.0
12331,1.0
12611,1.0
30356,1.0
12369,1.0
29761,1.0
17687,1.0
18224,1.0
10634,1.0
17364,1.0
30927,1.0
3007,1.0
1644,1.0
14818,1.0
28208,1.0
23534,1.0
24875,1.0
4418,1.0
29425,1.0
910,1.0
19529,1.0
14106,1.0
31455,1.0
19445,1.0
12876,1.0
27152,1.0
1660,1.0
31082,1.0
24161,1.0
12549,1.0
21646,1.0
22453,1.0
6520,1.0
11306,1.0
13320,1.0
24312,1.0
14121,1.0
26835,1.0
26378,1.0
8203,1.0
25151,1.0
5379,1.0
32824,1.0
20490,1.0
19439,1.0
21298,1.0
33350,1.0
10939,1.0
15423,1.0
27562,1.0
7592,1.0
14548,1.0
12430,1.0
31225,1.0
9018,1.0
21769,1.0
31056,1.0
17757,1.0
9008,1.0
13615,1.0
19706,1.0
2236,1.0
31060,1.0
8920,1.0
28611,1.0
24866,1.0
15737,1.0
5598,1.0
8657,1.0
20181,1.0
16334,1.0
1805,1.0
18342,1.0
2601,1.0
26789,1.0
1804,1.0
5201,1.0
8675,1.0
16967,1.0
6011,1.0
7978,1.0
8954,1.0
30183,1.0
30855,1.0
13445,1.0
31912,1.0
17058,1.0
16323,1.0
24788,1.0
8152,1.0
1648,1.0
8910,1.0
13551,1.0
31137,1.0
23000,1.0
972,1.0
7245,1.0
12897,1.0
8240,1.0
16337,1.0
19283,1.0
32905,1.0
29219,1.0
9581,1.0
16263,1.0
7130,1.0
2460,1.0
1997,1.0
14146,1.0
31289,1.0
28682,1.0
516,1.0
7625,1.0
12625,1.0
6932,1.0
12637,1.0
13270,1.0
5446,1.0
12224,1.0
17459,1.0
19891,1.0
7662,1.0
27387,1.0
30129,1.0
32665,1.0
17317,1.0
3958,1.0
21095,1.0
19399,1.0
7594,1.0
4553,1.0
32785,1.0
1920,1.0
5022,1.0
31748,1.0
4469,1.0
5234,1.0
14527,1.0
21069,1.0
20193,1.0
11980,1.0
30243,1.0
1356,1.0
6110,1.0
9631,1.0
10991,1.0
18303,1.0
7675,1.0
18571,1.0
16274,1.0
16516,1.0
2649,1.0
23171,1.0
21037,1.0
19226,1.0
29059,1.0
24679,1.0
19828,1.0
26522,1.0
19199,1.0
8046,1.0
5122,1.0
5310,1.0
22415,1.0
17280,1.0
26081,1.0
31667,1.0
890,1.0
4081,1.0
5689,1.0
31770,1.0
5905,1.0
25284,1.0
30863,1.0
26641,1.0
24902,1.0
24038,1.0
13387,1.0
10857,1.0
7717,1.0
14941,1.0
19465,1.0
6729,1.0
20428,1.0
24032,1.0
32412,1.0
11657,1.0
27112,1.0
26396,1.0
26115,1.0
19770,1.0
31057,1.0
20354,1.0
10375,1.0
12508,1.0
13315,1.0
18078,1.0
1772,1.0
30827,1.0
2946,1.0
4408,1.0
32076,1.0
22387,1.0
24716,1.0
29859,1.0
24056,1.0
7814,1.0
24954,1.0
14726,1.0
1860,1.0
24913,1.0
28385,1.0
15000,1.0
30318,1.0
4521,1.0
23724,1.0
17586,1.0
18585,1.0
5292,1.0
6219,1.0
22020,1.0
9932,1.0
9223,1.0
24313,1.0
28186,1.0
17741,1.0
27284,1.0
10896,1.0
5262,1.0
13989,1.0
23368,1.0
22361,1.0
24873,1.0
28226,1.0
24333,1.0
18085,1.0
26239,1.0
30659,1.0
27219,1.0
31509,1.0
18587,1.0
14919,1.0
18562,1.0
25683,1.0
21304,1.0
13178,1.0
8601,1.0
16275,1.0
3044,1.0
21030,1.0
7670,1.0
7192,1.0
15112,1.0
18812,1.0
21314,1.0
4569,1.0
8945,1.0
15127,1.0
8206,1.0
20312,1.0
26424,1.0
23617,1.0
15393,1.0
20562,1.0
10318,1.0
27467,1.0
31835,1.0
4399,1.0
28323,1.0
14424,1.0
26321,1.0
11782,1.0
17618,1.0
17752,1.0
18033,1.0
6121,1.0
20222,1.0
19859,1.0
26040,1.0
1117,1.0
30075,1.0
447,1.0
22862,1.0
32481,1.0
9306,1.0
16191,1.0
12614,1.0
1686,1.0
2450,1.0
23148,1.0
17229,1.0
10794,1.0
16709,1.0
12457,1.0
30552,1.0
1662,1.0
17314,1.0
29756,1.0
32879,1.0
23559,1.0
23520,1.0
31657,1.0
9721,1.0
27132,1.0
24014,1.0
11464,1.0
13109,1.0
16620,1.0
27725,1.0
30548,1.0
21509,1.0
20378,1.0
22548,1.0
23869,1.0
16523,1.0
5679,1.0
6596,1.0
27630,1.0
12987,1.0
20547,1.0
5538,1.0
8080,1.0
3263,1.0
26544,1.0
32322,1.0
18631,1.0
23833,1.0
6656,1.0
14602,1.0
29271,1.0
21325,1.0
2878,1.0
24347,1.0
13058,1.0
20265,1.0
18608,1.0
9048,1.0
12885,1.0
5733,1.0
20129,1.0
22416,1.0
11934,1.0
22356,1.0
6934,1.0
20934,1.0
26517,1.0
2788,1.0
17531,1.0
99,1.0
21626,1.0
16019,1.0
16204,1.0
7938,1.0
1979,1.0
9284,1.0
26193,1.0
2527,1.0
5163,1.0
28889,1.0
1011,1.0
4923,1.0
21447,1.0
16300,1.0
30757,1.0
19902,1.0
32428,1.0
27645,1.0
14902,1.0
28953,1.0
13760,1.0
17544,1.0
19910,1.0
13290,1.0
9074,1.0
21437,1.0
17507,1.0
22664,1.0
17201,1.0
33282,1.0
4554,1.0
1901,1.0
584,1.0
23621,1.0
29542,1.0
15647,1.0
8957,1.0
12938,1.0
