-47,0,-5,-27,-11,-19,-2,-33,37,0,-4,-4,5,12,-28,16,-19,-5,-3,-10,-12,5,41,0,12,-9,-2,16,-11,-36,14,-10,9,7,2,-4,29,60,19,11,-14,-7,-2,5,-14,-27,-59,-13,-6,1,-3,-1,-10,3,20,-23,0,2,-4,-3,4,-23,-68,15,C,0
1,1,-2,-3,-1,-3,39,10,0,-1,2,5,0,2,2,-12,6,1,1,0,-2,9,-27,2,-10,2,0,2,19,-2,-78,-7,-17,-5,-3,-6,-27,-35,-32,-21,23,5,3,-1,13,18,69,-1,9,4,0,1,7,2,54,17,-7,-2,1,6,-2,4,22,2,C,0
1,-4,-2,-6,-20,20,-1,-3,20,3,-2,-4,26,-2,2,-9,1,2,4,8,-33,-32,-2,-1,-14,-5,-4,-1,-8,12,1,-1,-15,0,-1,-3,12,-6,-1,-12,27,5,5,3,-53,-54,-1,4,-13,-6,-6,-9,46,46,-6,-7,14,2,-2,0,23,21,-3,22,A,1
10,2,1,-7,-8,12,41,21,-14,3,2,3,-5,-7,-37,-9,0,-11,-11,2,-1,-43,-30,4,2,2,2,0,17,84,52,8,7,-5,-3,-8,-11,-8,-29,6,-9,14,3,-2,1,5,23,-10,0,-2,-5,-1,-6,-11,-22,3,2,1,2,-2,-8,-29,29,7,C,0
1,-3,-2,-6,1,0,10,-6,4,0,-5,-6,-23,2,27,0,-6,-2,0,10,10,1,7,-7,-9,1,0,-8,12,10,-4,-5,7,0,2,11,6,-4,-16,9,0,-5,-4,8,-12,3,-5,-8,-27,-1,-2,-12,-13,-4,-9,-7,5,0,-3,-8,-11,-2,19,4,C,0
3,0,4,11,11,9,-21,-17,-20,-7,-5,-13,-23,-18,-18,-13,6,0,-3,-2,3,1,72,3,-3,2,0,1,4,-1,-9,8,-14,-4,-1,5,-6,-8,15,0,10,2,-2,0,18,2,-7,-3,-7,-1,-1,3,-9,-17,-64,-11,-5,-4,-5,-14,-25,-3,-34,-2,C,0
5,26,-9,-2,9,-39,-31,3,-10,11,11,-3,-24,-8,-2,8,-4,-44,-1,15,-2,23,-15,6,-43,2,-7,6,27,-10,-51,-32,68,13,-5,-10,1,16,47,21,-3,11,2,7,-17,-11,-19,8,-14,4,7,-21,3,-16,10,8,-6,19,-4,2,-14,-4,0,15,C,0
0,0,1,2,20,25,1,2,-1,-2,-1,-3,-15,-21,4,21,2,3,1,3,26,44,2,-4,-9,4,2,0,-4,2,2,-6,-5,1,2,-2,-1,33,5,-9,4,-3,-4,-5,-1,-19,-12,-1,0,-1,1,6,-10,7,11,8,-4,-5,-2,-6,7,-2,-3,2,B,3
-5,-9,-6,-6,-26,11,4,-14,0,-7,-11,-12,61,-8,-2,-7,113,30,-6,-15,-69,-16,-12,0,-14,-34,11,8,-14,-85,-4,48,43,21,5,5,40,49,12,10,-3,-43,-8,0,-32,-24,1,13,2,9,-4,-12,0,25,-1,-40,22,5,2,5,0,-14,-6,-4,D,2
-12,6,-9,-8,-26,-22,-35,-7,-20,-18,6,-5,10,-4,0,10,27,-11,13,10,9,-11,-76,-33,15,-3,-3,0,18,37,104,28,0,-5,-5,3,-8,-5,-62,-27,5,-33,-15,3,-6,9,-6,24,-43,14,7,-1,3,2,-8,25,5,-8,0,6,-33,-23,-54,-38,C,0
3,5,4,7,27,60,16,16,1,1,1,1,-19,-11,5,-10,-2,0,1,1,0,-6,-1,1,3,-4,-4,-8,-4,-15,-6,-4,-6,-4,0,-5,-6,-35,-7,-9,2,-5,-2,5,23,30,-1,-3,-24,-3,-2,-7,-3,5,3,-4,19,0,-3,-2,-6,-13,-4,12,B,3
62,-2,3,8,6,2,16,9,-5,-12,4,-3,-2,-14,-7,-8,-40,-4,-6,-4,9,27,-93,-15,67,-5,-1,5,-14,-12,102,-5,-18,7,1,-5,3,37,3,59,-18,13,4,5,0,10,67,1,29,-21,-1,2,11,-18,-36,-6,-15,-3,-6,-14,2,-12,-56,-15,C,0
2,1,0,-2,-8,28,6,-2,6,0,2,4,23,37,12,3,-6,-2,-3,-4,18,-17,-5,1,-5,-5,-3,-2,-6,-8,-14,-24,-4,5,9,6,-23,-11,10,18,22,2,-2,-1,37,-5,-8,-3,6,1,2,-2,-34,32,4,14,2,1,0,7,29,21,5,12,B,3
2,4,1,-4,33,1,-1,12,2,-5,1,4,-40,28,3,-10,-14,-7,1,1,-6,-19,0,-10,0,8,2,-5,2,-34,-2,14,-1,-9,-10,-4,-16,-14,-3,-2,-1,0,-5,-9,-28,8,-3,-13,-4,16,4,6,39,25,3,2,-4,-23,-7,-6,-21,5,-3,-7,D,2
-10,-3,-4,2,45,41,-1,-4,7,1,0,-4,-53,-32,2,-2,11,4,2,5,-7,-26,-2,-1,-18,-9,-2,-1,30,7,-2,-5,-37,0,-1,-6,-14,-11,-4,-7,59,5,0,0,15,17,3,13,-7,-4,-4,-5,1,12,-3,-6,1,0,0,-2,-3,-1,0,-2,A,1
-8,1,-3,0,-5,-17,0,2,50,4,-1,0,11,35,-2,1,-10,-1,-1,-1,8,-20,1,-1,1,3,1,2,-16,-6,1,-1,12,-1,-2,-1,-19,-9,1,2,-22,-9,-6,-7,7,9,-4,-3,-9,3,4,5,29,-5,-6,-9,-3,1,3,3,-4,-2,0,5,A,1
8,2,-4,1,-2,2,1,19,-4,3,-3,-3,2,-14,-4,-8,-10,-7,0,3,-23,-10,-2,8,2,-6,2,-1,-8,-39,-1,-5,-16,21,7,-1,14,19,-1,-15,20,-58,-13,-2,-8,11,1,3,-22,7,-1,1,12,10,-1,-11,21,10,-5,-11,-15,-9,-3,18,D,2
-5,6,-2,-3,13,11,-2,0,-5,-8,3,5,6,-23,-7,-25,17,10,-1,-6,-1,-15,9,37,26,-2,1,7,-2,16,2,-27,-3,12,1,4,-7,-4,-3,-4,23,4,6,-2,2,-10,-8,-3,9,-7,-3,-1,3,7,2,15,-7,-3,-10,-8,13,-12,-8,6,D,2
67,4,2,11,30,51,80,50,80,5,-6,-9,3,-1,17,1,9,0,-3,-24,-16,11,-49,5,-10,0,1,-1,-13,-12,5,10,-39,-4,0,1,-2,-20,-38,-37,-34,-1,4,16,3,-6,33,13,16,0,-3,-8,2,8,8,1,-20,-6,0,4,-4,-2,-71,-16,C,0
8,-33,-8,6,-21,-25,7,-12,-1,-14,-18,-6,22,24,-21,2,-23,9,9,-10,-22,12,-4,-4,13,18,-3,1,-2,-14,8,28,-24,-17,4,9,7,1,37,11,45,-7,-4,1,-4,-8,-11,19,-28,8,3,13,11,-18,-54,-54,26,-16,-3,-22,-14,-21,14,2,C,0
29,1,0,0,-10,-22,2,10,-20,-1,0,0,46,30,3,-10,9,-2,-2,-4,-37,5,-3,-3,-6,-2,-4,-3,23,7,2,-12,-13,-1,2,0,-36,-15,-5,2,-4,1,0,2,21,2,1,-1,-23,-7,-6,-4,19,30,1,-8,4,7,3,-1,-37,-40,-1,7,A,1
-5,-4,-4,-2,0,-13,-16,-14,-10,-4,-3,-5,7,5,-13,-23,4,-4,-1,4,-4,-7,-4,-16,-14,-1,-1,-6,-2,0,-39,-7,0,1,1,2,6,-5,-5,14,-8,1,4,1,-9,0,14,7,10,-3,-6,-14,2,4,60,0,-19,0,0,7,7,6,-2,-16,C,0
4,8,-1,1,-1,-2,-3,-11,-8,-8,-16,2,-13,51,2,2,6,7,11,1,14,10,4,-9,-8,-2,-1,4,5,-6,-8,-12,-6,-3,-4,-7,8,3,1,9,10,2,2,-3,-10,-28,-6,-2,-3,3,0,1,19,16,0,0,9,6,0,-1,-7,0,-2,-12,D,2
3,-2,-1,-2,4,10,11,4,-13,-2,-1,-1,-7,-25,-3,-6,27,2,0,0,-4,-29,-1,11,-5,0,0,0,-2,11,-5,-25,4,0,2,5,-2,-18,-5,-1,4,0,-1,-2,0,31,5,-2,-5,0,-1,2,27,-19,-13,1,1,1,0,-1,-21,12,10,4,B,3
-10,1,-3,1,-6,-16,-14,7,3,7,2,8,7,2,15,1,2,-11,-2,-3,9,14,-10,-6,-14,2,-5,-10,-11,16,-37,-14,2,-10,-2,-9,-10,3,-20,9,-1,15,-2,-1,-1,-21,11,-2,8,35,15,7,4,-13,1,6,-37,-41,-3,-4,10,-6,78,-11,C,0
0,-3,-3,-3,5,17,2,-1,13,-2,0,-2,-23,-12,-5,-12,-35,-8,-4,-1,-9,18,-1,-8,-17,-2,1,2,6,-1,3,1,8,-1,-1,-5,-11,-17,-5,-12,0,1,2,4,-17,-21,-3,10,-7,-2,-4,-5,19,7,-4,-25,4,-2,-1,-1,8,29,2,3,A,1
-13,-10,-3,-4,13,-22,-6,-13,-4,16,1,3,34,11,0,-14,-21,-28,-4,0,-31,16,0,29,20,2,-5,4,-46,-14,-8,-3,-11,10,14,-2,-2,-2,7,0,32,2,-8,-5,-21,-24,0,12,-37,-27,-2,6,32,3,1,-9,16,-14,-2,-10,-2,-10,-1,-1,D,2
6,27,5,10,2,55,9,10,3,-48,11,0,4,14,-3,-7,18,-36,-3,-1,-4,22,5,6,8,-29,-7,-2,16,-23,-18,-12,-19,-25,-6,-8,-9,1,7,-15,21,28,6,7,28,-6,-9,-10,-6,-7,-2,-2,4,14,2,-13,5,13,5,2,-46,-29,9,15,D,2
-24,21,0,-5,-36,-13,-19,-21,4,-24,-16,0,10,-27,4,10,-2,0,3,2,13,-8,8,-6,3,-4,-6,-1,-6,11,-5,-1,12,-8,0,-3,-4,-5,1,4,-41,3,-3,-1,-2,6,2,-17,8,8,-2,-7,-19,-15,-1,2,-7,1,5,9,45,63,12,8,D,2
8,2,-3,-8,4,6,11,22,-34,3,4,2,12,9,32,-1,9,4,3,15,-3,-5,25,37,-5,-11,-9,-27,-1,-15,-52,-41,4,6,10,13,1,18,10,17,1,-4,-6,-9,20,20,46,-13,-11,-2,1,-2,-5,-23,-15,5,-48,5,4,17,-3,20,47,9,C,0
-5,-4,-8,-4,-3,3,-4,7,-5,15,0,-1,10,-17,2,-14,-16,-24,8,6,-8,33,7,2,13,4,2,-1,-9,-26,-2,4,-6,-7,-3,-1,16,16,1,-9,-12,-8,-2,-1,-7,7,-7,-4,23,20,-1,4,-1,-31,-4,-15,-12,-23,-1,-10,-14,-2,4,4,D,2
-18,19,-5,-4,24,34,16,-2,10,-9,5,8,-18,-11,1,6,-2,16,-4,-9,12,16,3,-5,11,-17,3,7,-11,-29,-14,1,-3,-5,2,-3,-12,-14,3,3,18,2,-3,-6,-8,-10,-8,-1,36,4,4,8,-30,-10,1,-16,-7,7,-2,8,30,35,9,7,D,2
-8,1,1,-1,7,-8,3,-8,0,1,-2,2,-7,0,-5,2,-1,-1,-2,-1,-1,12,11,-4,-1,2,1,-1,-16,-42,-12,7,-5,2,1,2,20,28,5,-5,-17,-3,0,4,2,12,-12,-9,14,-2,-5,-4,3,-11,1,-4,-4,-2,-3,-4,5,51,0,21,B,3
-10,1,5,3,-4,-29,4,10,7,0,1,-6,6,-18,22,-3,0,17,-6,-9,0,44,3,6,5,-4,6,17,9,-31,-16,-21,8,-6,-10,-20,-8,46,-12,3,-3,2,2,8,-5,36,-9,-2,21,-2,0,-12,-8,-22,17,17,5,0,1,2,26,-11,-5,1,B,3
-18,-5,2,2,-24,-38,-2,-3,-7,1,-1,-4,37,26,4,4,21,1,-2,-1,-1,-18,-4,-7,21,6,3,3,-11,-4,1,8,2,1,0,1,5,17,-4,-5,-11,-4,-1,-2,-3,3,-1,-3,-15,-4,-1,0,34,10,1,-3,-8,-3,-3,0,13,-6,0,4,A,1
-3,3,3,1,-16,-36,-2,1,26,1,-2,-1,-3,-14,-1,18,-13,-3,2,1,-6,10,3,-7,-9,-4,-2,-2,12,12,1,-5,-13,-6,-4,-3,53,38,1,-11,-10,4,5,6,-71,-64,0,19,31,4,0,-3,-16,-1,-5,11,0,-5,-6,-7,9,41,6,-7,A,1
53,-2,-2,-1,-20,-9,-2,38,4,0,-1,-2,9,0,-13,-14,-3,1,-1,-7,-11,-5,6,5,17,-1,0,6,19,7,-1,6,-27,1,-1,0,-12,4,21,7,-3,-2,-2,-1,-2,0,-39,-5,-6,-1,2,6,1,-15,36,-11,6,-1,0,-3,4,18,30,13,C,0
-4,-28,-7,-6,-35,-14,-5,9,10,10,-6,-4,2,-21,-2,-10,20,0,2,4,-11,-2,1,-6,6,17,6,1,7,-46,-16,8,3,25,2,-1,-11,33,5,16,-20,-23,0,3,47,73,8,-21,22,-3,0,-3,-47,-76,-17,0,-21,14,-1,-9,-5,4,17,18,D,2
-1,2,0,0,-12,6,-2,-3,4,40,5,-3,5,-4,1,-29,-7,-43,-2,2,3,15,-3,-6,-1,9,4,3,-6,13,2,4,-6,-10,-3,0,-7,-27,1,-9,2,3,0,-2,-6,-3,-8,7,-6,6,-3,-4,-6,18,4,-14,-13,-4,1,-3,10,23,-1,-17,D,2
-2,-1,0,-1,-9,-21,4,4,7,-3,-3,-3,2,-5,-3,3,5,5,2,0,-11,-38,5,5,2,-1,-5,-1,-2,16,-12,0,-2,-6,-2,-4,16,-21,-7,3,-7,1,2,-1,-14,0,-4,-7,12,4,1,1,-11,-15,7,10,-15,-6,-2,0,20,15,-3,-18,B,3
9,13,-10,1,-6,-10,-6,20,-22,1,0,-1,46,0,-5,-8,8,8,-3,-8,-50,-30,-5,-4,-27,-8,-2,4,6,39,7,-23,20,12,7,2,3,2,4,7,-1,6,1,2,-16,5,9,0,8,-27,-10,-1,-1,17,5,7,-5,-8,-10,-4,3,-33,-7,-14,D,2
3,-2,-2,3,27,20,-2,-20,-5,-1,0,-2,-6,-2,9,40,-14,-1,-3,-5,-14,9,-6,-11,1,0,2,3,-11,-14,1,1,-2,-3,1,4,29,39,-1,4,-2,2,-1,0,-29,-25,7,-10,-4,-1,-1,-7,-8,-66,-9,-5,5,-1,0,0,-11,3,3,6,B,3
1,-1,-1,3,-8,16,-1,-7,-2,-2,-3,-8,10,3,-8,-12,-2,1,-1,1,8,10,3,0,-7,-1,-2,-3,-19,-16,-3,4,24,4,2,1,-6,-8,6,9,-10,0,-1,0,3,2,2,18,3,-1,0,1,15,-5,-2,2,-5,-5,-3,0,17,11,-1,-4,A,1
